title,releasedate,budget,boxOffice,runtime,movieLanguage
Philomena,2013-08-31,$12 million,$100.1 million,98,English
Saving Mr. Banks,2013-10-20,$35 million,$117.9 million,125,English
Frozen,2013-11-19,$150 million,$1.280 billion,102,English
Despicable Me 2,2013-06-05,$76 million,$971 million,98,English
Her,2013-10-12,$23 million,$48.3 million,126,English
Mandela: Long Walk to Freedom,2013-09-07,$35 million,$28 million,146,English
Alone yet Not Alone: Their Faith Became Their Freedom,2013-09-27,$7 million,"$887,851",103,English
Gravity,2013-08-28,$80–130 million,$723.2 million,91,English
All Is Lost,2013-05-22,$8.5 million,$13.6 million,105,
Captain Phillips,2013-09-27,$55 million,$218 million,134,English
The Hobbit:The Desolation of Smaug,2013-12-02,$217–250 million,$959 million,161,English
Lone Survivor,2013-11-12,$40 million,$154.8 million,121,English
Gravity,2013-08-28,$80–130 million,$723.2 million,91,English
Captain Phillips,2013-09-27,$55 million,$218 million,134,English
The Hobbit:The Desolation of Smaug,2013-12-02,$217–250 million,$959 million,161,English
Inside Llewyn Davis,2013-05-19,$11 million,$33 million,105,English
Lone Survivor,2013-11-12,$40 million,$154.8 million,121,English
The Great Gatsby,2013-05-01,$105 million,$353.6 million,142,English
American Hustle,2013-12-08,$40 million,$251.2 million,138,English
Gravity,2013-08-28,$80–130 million,$723.2 million,91,English
Her,2013-10-12,$23 million,$48.3 million,126,English
12 Years a Slave,2013-08-30,$20–22 million,$187.7 million,134,English
Gravity,2013-08-28,$80–130 million,$723.2 million,91,English
The Grandmaster,2013-01-08,¥ 240 million (US$38.6 million),US$64.1 million,130,Mandarin
Inside Llewyn Davis,2013-05-19,$11 million,$33 million,105,English
Nebraska,2013-05-23,$13.5 million,$27.7 million,115,English
Prisoners,2013-08-30,$46 million,$122.1 million,153,English
Dallas Buyers Club,2013-09-07,$5 million,$55 million,117,English
Jackass Presents: Bad Grandpa,2013-10-25,$15 million,$151.8 million,92,English
The Lone Ranger,2013-06-22,$225–250 million,$260.5 million,149,English
The Great Gatsby,2013-05-01,$105 million,$353.6 million,142,English
American Hustle,2013-12-08,$40 million,$251.2 million,138,English
The Grandmaster,2013-01-08,¥ 240 million (US$38.6 million),US$64.1 million,130,Mandarin
The Invisible Woman,2013-08-31,£12 million,$3.2 million,111,English
12 Years a Slave,2013-08-30,$20–22 million,$187.7 million,134,English
Gravity,2013-08-28,$80–130 million,$723.2 million,91,English
American Hustle,2013-12-08,$40 million,$251.2 million,138,English
Captain Phillips,2013-09-27,$55 million,$218 million,134,English
Dallas Buyers Club,2013-09-07,$5 million,$55 million,117,English
12 Years a Slave,2013-08-30,$20–22 million,$187.7 million,134,English
Gravity,2013-08-28,$80–130 million,$723.2 million,91,English
The Hobbit:The Desolation of Smaug,2013-12-02,$217–250 million,$959 million,161,English
Iron Man 3,2013-04-14,$200 million,$1.266 billion,131,English
The Lone Ranger,2013-06-22,$225–250 million,$260.5 million,149,English
Star Trek Into Darkness,2013-04-23,$185–190 million,$467.4 million,132,English
Birdman,2014-08-27,$16.5–18 million,$103.2 million,119,English
American Sniper,2014-11-11,$59 million,$547.4 million,132,English
Boyhood,2014-01-19,$4 million,$57.3 million,165,English
The Grand Budapest Hotel,2014-02-06,$25 million,$174.6 million,100,English
The Imitation Game,2014-08-29,$14 million,$233.6 million,115,English
Selma,2014-11-11,$20 million,$67.8 million,128,English
The Theory of Everything,2014-09-07,$15 million,$123.7 million,123,English
Whiplash,2014-01-16,$3.3 million,$50.4 million,106,English
Birdman,2014-08-27,$16.5–18 million,$103.2 million,119,English
Boyhood,2014-01-19,$4 million,$57.3 million,165,English
Foxcatcher,2014-05-19,$24 million,$19.2 million,134,English
The Grand Budapest Hotel,2014-02-06,$25 million,$174.6 million,100,English
The Imitation Game,2014-08-29,$14 million,$233.6 million,115,English
The Theory of Everything,2014-09-07,$15 million,$123.7 million,123,English
Foxcatcher,2014-05-19,$24 million,$19.2 million,134,English
American Sniper,2014-11-11,$59 million,$547.4 million,132,English
The Imitation Game,2014-08-29,$14 million,$233.6 million,115,English
Birdman,2014-08-27,$16.5–18 million,$103.2 million,119,English
Still Alice,2014-09-08,$4-5 million,$44.8 million,101,English
"Two Days, One Night",2014-05-20,€ 7 million,$9 million,95,French
The Theory of Everything,2014-09-07,$15 million,$123.7 million,123,English
Gone Girl,2014-09-26,$61 million,$370.9 million,149,English
Wild,2014-08-29,$15 million,$52.5 million,115,English
Whiplash,2014-01-16,$3.3 million,$50.4 million,106,English
The Judge,2014-09-04,$45–50 million,$84.4 million,141,English
Boyhood,2014-01-19,$4 million,$57.3 million,165,English
Birdman,2014-08-27,$16.5–18 million,$103.2 million,119,English
Foxcatcher,2014-05-19,$24 million,$19.2 million,134,English
Boyhood,2014-01-19,$4 million,$57.3 million,165,English
Wild,2014-08-29,$15 million,$52.5 million,115,English
The Imitation Game,2014-08-29,$14 million,$233.6 million,115,English
Birdman,2014-08-27,$16.5–18 million,$103.2 million,119,English
Into the Woods,2014-12-08,$50 million,$213.1 million,124,English
Birdman,2014-08-27,$16.5–18 million,$103.2 million,119,English
Boyhood,2014-01-19,$4 million,$57.3 million,165,English
Foxcatcher,2014-05-19,$24 million,$19.2 million,134,English
The Grand Budapest Hotel,2014-02-06,$25 million,$174.6 million,100,English
Nightcrawler,2014-09-05,$8.5 million,$50.3 million,117,English
The Imitation Game,2014-08-29,$14 million,$233.6 million,115,English
American Sniper,2014-11-11,$59 million,$547.4 million,132,English
Inherent Vice,2014-10-04,$20 million,$14.8 million,149,English
The Theory of Everything,2014-09-07,$15 million,$123.7 million,123,English
Whiplash,2014-01-16,$3.3 million,$50.4 million,106,English
Big Hero 6,2014-10-23,$165 million,$657.8 million,102,English
The Boxtrolls,2014-08-31,$60 million,$108.3 million,97,English
How to Train Your Dragon 2,2014-05-16,$145 million,$621.5 million,102,English
Song of the Sea,2014-09-06,US$7.5 million,US$9.3 million,94,English
The Tale of the Princess Kaguya,2013-11-23,¥5.15 billion ( $49.3 million ),$27 million,137,Japanese
Ida,2013-09-07,$2.6 million,$15.3 million,82,Polish
Leviathan,2014-05-23,220 million RUB ( US$ 7 million ),$3.4 million,141,Russian
Tangerines,2013-10-15,"€650,000","$ 1,052,799",87,Estonian
Timbuktu,2014-05-15,,$7.2 million,96,Hassaniya
Wild Tales,2014-05-17,US$3.3–4.5 million,US$30.6–44.1 million,121,Spanish
Citizenfour,2014-10-10,$1 million,$3 million,113,English
Finding Vivian Maier,2013-09-09,,$2.2 million,84,English
Last Days in Vietnam,2014-01-17,Unknown,"$161,300",98,English
The Salt of the Earth,2014-05-20,,$3.6 million,110,French
Virunga,2014-04-17,,,100,English
Crisis Hotline: Veterans Press 1,2013-11-11,,,40,English
Joanna,2013,,,45,
Our Curse,2013-05-28,,,28,
The Reaper,,,,29,Spanish
White Earth,2014-01,,,20,English
The Phone Call,2013-10-20,,,20,English
Aya,2012-09-01,,,40,English
Boogaloo and Graham,2014-08-01,,,14,English
Butter Lamp,2013-05-20,,,15,Tibetan
Parvaneh,2012-11,,,25,German
Feast,2014-06-10,,,6,English
The Bigger Picture,2014-05-21,,,8,English
The Dam Keeper,2014-02-11,,,18,English
Me and My Moulton,2014-06-10,,,14,English
A Single Life,2014-9,,,3,English
The Grand Budapest Hotel,2014-02-06,$25 million,$174.6 million,100,English
The Imitation Game,2014-08-29,$14 million,$233.6 million,115,English
Interstellar,2014-10-26,$165 million,$758 million,169,English
Mr. Turner,2014-05-15,$14 million,$25.2 million,150,English
The Theory of Everything,2014-09-07,$15 million,$123.7 million,123,English
Selma,2014-11-11,$20 million,$67.8 million,128,English
The Lego Movie,2014-02-01,$60–65 million,$470.7 million,101,English
Beyond the Lights,2014-09-06,$7 million,$14.6 million,116,English
Glen Campbell: I'll Be Me,2014-04-19,,,116,English
Begin Again,2013-09-07,$8 million,$63.4 million,104,English
American Sniper,2014-11-11,$59 million,$547.4 million,132,English
Birdman,2014-08-27,$16.5–18 million,$103.2 million,119,English
The Hobbit:The Battle of the Five Armies,2014-12-01,$209–300 million,$962.2 million,144,English
Interstellar,2014-10-26,$165 million,$758 million,169,English
Unbroken,2014-11-17,$65 million,$163.4 million,138,English
Whiplash,2014-01-16,$3.3 million,$50.4 million,106,English
American Sniper,2014-11-11,$59 million,$547.4 million,132,English
Birdman,2014-08-27,$16.5–18 million,$103.2 million,119,English
Interstellar,2014-10-26,$165 million,$758 million,169,English
Unbroken,2014-11-17,$65 million,$163.4 million,138,English
The Grand Budapest Hotel,2014-02-06,$25 million,$174.6 million,100,English
The Imitation Game,2014-08-29,$14 million,$233.6 million,115,English
Interstellar,2014-10-26,$165 million,$758 million,169,English
Into the Woods,2014-12-08,$50 million,$213.1 million,124,English
Mr. Turner,2014-05-15,$14 million,$25.2 million,150,English
Birdman,2014-08-27,$16.5–18 million,$103.2 million,119,English
The Grand Budapest Hotel,2014-02-06,$25 million,$174.6 million,100,English
Ida,2013-09-07,$2.6 million,$15.3 million,82,Polish
Mr. Turner,2014-05-15,$14 million,$25.2 million,150,English
Unbroken,2014-11-17,$65 million,$163.4 million,138,English
The Grand Budapest Hotel,2014-02-06,$25 million,$174.6 million,100,English
Foxcatcher,2014-05-19,$24 million,$19.2 million,134,English
Guardians of the Galaxy,2014-07-21,$232.3 million (gross) $195.9 million (net),$773.4 million,122,English
The Grand Budapest Hotel,2014-02-06,$25 million,$174.6 million,100,English
Inherent Vice,2014-10-04,$20 million,$14.8 million,149,English
Into the Woods,2014-12-08,$50 million,$213.1 million,124,English
Maleficent,2014-05-28,$180–263 million,$758.5 million,97,English
Mr. Turner,2014-05-15,$14 million,$25.2 million,150,English
Whiplash,2014-01-16,$3.3 million,$50.4 million,106,English
American Sniper,2014-11-11,$59 million,$547.4 million,132,English
Boyhood,2014-01-19,$4 million,$57.3 million,165,English
The Grand Budapest Hotel,2014-02-06,$25 million,$174.6 million,100,English
The Imitation Game,2014-08-29,$14 million,$233.6 million,115,English
Interstellar,2014-10-26,$165 million,$758 million,169,English
Captain America:The Winter Soldier,2014-03-13,$170–177 million,$714.4 million,136,English
Dawn of the Planet of the Apes,2014-06-26,$170–235 million,$710.6 million,130,English
Guardians of the Galaxy,2014-07-21,$232.3 million (gross) $195.9 million (net),$773.4 million,122,English
X-Men: Days of Future Past,2014-05-10,$200–205 million,$746 million,132,English
Spotlight,2015-09-03,$20 million,$98.7 million,129,English
The Big Short,2015-11-12,$50 million,$133.4 million,130,English
Bridge of Spies,2015-10-04,$40 million,$165.5 million,141,English
Brooklyn,2015-01-26,$11 million,$62.4 million,112,English
Mad Max: Fury Road,2015-05-07,$154.6–185.2 million,$380.5 million,120,English
The Martian,2015-09-11,$108 million,$630.6 million,142,English
The Revenant,2015-12-16,$135 million,$533 million,156,English
Room,2015-09-04,$13 million,$36.3 million,118,English
The Revenant,2015-12-16,$135 million,$533 million,156,English
The Big Short,2015-11-12,$50 million,$133.4 million,130,English
Mad Max: Fury Road,2015-05-07,$154.6–185.2 million,$380.5 million,120,English
Room,2015-09-04,$13 million,$36.3 million,118,English
Spotlight,2015-09-03,$20 million,$98.7 million,129,English
The Revenant,2015-12-16,$135 million,$533 million,156,English
Trumbo,2015-09-12,$10 million,$13.3 million,124,English
The Martian,2015-09-11,$108 million,$630.6 million,142,English
Steve Jobs,2015-09-05,$30 million,$34.4 million,122,English
The Danish Girl,2015-09-05,$15 million,$64.2 million,120,English
Room,2015-09-04,$13 million,$36.3 million,118,English
Carol,2015-05-17,$11.8 million,$42.5 million,119,English
Joy,2015-12-13,$60 million,$101.1 million,124,English
45 Years,2015-02-06,,$14.2 million,95,English
Brooklyn,2015-01-26,$11 million,$62.4 million,112,English
Bridge of Spies,2015-10-04,$40 million,$165.5 million,141,English
The Big Short,2015-11-12,$50 million,$133.4 million,130,English
The Revenant,2015-12-16,$135 million,$533 million,156,English
Spotlight,2015-09-03,$20 million,$98.7 million,129,English
Creed,2015-11-19,$35–40 million,$173.6 million,133,English
The Danish Girl,2015-09-05,$15 million,$64.2 million,120,English
The Hateful Eight,2015-12-07,$44–62 million,$161.2 million,187,English
Carol,2015-05-17,$11.8 million,$42.5 million,119,English
Spotlight,2015-09-03,$20 million,$98.7 million,129,English
Steve Jobs,2015-09-05,$30 million,$34.4 million,122,English
Spotlight,2015-09-03,$20 million,$98.7 million,129,English
Bridge of Spies,2015-10-04,$40 million,$165.5 million,141,English
Ex Machina,2014-12-16,$15 million,$37.3 million,108,English
Inside Out,2015-05-18,$175 million,$858.8 million,95,English
Straight Outta Compton,2015-08-11,$28–50 million,$201.6 million,147,English
The Big Short,2015-11-12,$50 million,$133.4 million,130,English
Brooklyn,2015-01-26,$11 million,$62.4 million,112,English
Carol,2015-05-17,$11.8 million,$42.5 million,119,English
The Martian,2015-09-11,$108 million,$630.6 million,142,English
Room,2015-09-04,$13 million,$36.3 million,118,English
Inside Out,2015-05-18,$175 million,$858.8 million,95,English
Anomalisa,2015-09-04,$8 million,$5.7 million,90,English
Boy and the World,2013-09-20,,"$277,143",80,Portuguese
Shaun the Sheep Movie,2015-01-24,$25 million,$106.2 million,85,
When Marnie Was There,2014-07-19,¥1.15 billion ( $10.5 million ),¥3.85 billion,103,Japanese
Son of Saul,2015-05-15,€1.5 million,$9.7 million,107,German
Embrace of the Serpent,2015-05-15,$1.4 million,$3.4 million,125,Cubeo
Mustang,2015-05-19,$1.3 million,$4.9 million,97,Turkish
Theeb,2014-09-04,,"$774,556",100,Hejazi
A War (Danish film),2015-08-27,8 million Danish krone ( USD$ 1.2 million),"$880,073",115,Danish
Amy,2015-05-16,$3.4 million,$23.7 million,128,English
Cartel Land,2015-01-23,,"$792,194",100,English
The Look of Silence,2014-08-28,,"$153,516",103,Indonesian
"What Happened, Miss Simone?",2015-01-22,,,101,English
Winter on Fire: Ukraine's Fight for Freedom,2015-09-03,,,102,Ukrainian
A Girl in the River: The Price of Forgiveness,2015-10-28,,,40,English
Body Team 12,2015-04-19,,,13,English
"Chau, Beyond the Lines",2015-02-08,,,34,Vietnamese
Claude Lanzmann: Spectres of the Shoah,2015-04-25,,,40,French
Last Day of Freedom,2015-04-11,,,32,English
Stutterer,2015-07-08,"€5,500 (estimated)",,12,English
Ave Maria,2015-05-18,,"$559,502",14,Arabic
Day One,2015-02-27,,,25,English
Everything Will Be Okay,2015-01,,,30,German
Shok,2015-04-10,,,21,Albanian
Bear Story,2014-05,,,11,Spanish
Prologue,2015-10-17,,,6,English
Sanjay's Super Team,2015-06-15,,,7,English
We Can't Live Without Cosmos,2015-04-25,,,16,English
World of Tomorrow,"March 31, 2015",,,16,English
The Hateful Eight,2015-12-07,$44–62 million,$161.2 million,187,English
Bridge of Spies,2015-10-04,$40 million,$165.5 million,141,English
Carol,2015-05-17,$11.8 million,$42.5 million,119,English
Sicario,2015-05-19,$30 million,$85 million,121,English
Star Wars: The Force Awakens,2015-12-14,$447 million (net) $533 million (gross),$2.07 billion,138,English
Spectre,2015-10-26,$245–300 million,$880.7 million,148,English
Fifty Shades of Grey,2015-02-09,$40 million,$569.7 million,125,English
Racing Extinction,2015-01-24,,,94,English
Youth,2015-12-04,€ 12.8 million ( $ 14.4 million),$24 million,124,English
The Hunting Ground,2015-01-23,,"$405,917",103,English
Mad Max: Fury Road,2015-05-07,$154.6–185.2 million,$380.5 million,120,English
The Martian,2015-09-11,$108 million,$630.6 million,142,English
The Revenant,2015-12-16,$135 million,$533 million,156,English
Sicario,2015-05-19,$30 million,$85 million,121,English
Star Wars: The Force Awakens,2015-12-14,$447 million (net) $533 million (gross),$2.07 billion,138,English
Mad Max: Fury Road,2015-05-07,$154.6–185.2 million,$380.5 million,120,English
Bridge of Spies,2015-10-04,$40 million,$165.5 million,141,English
The Martian,2015-09-11,$108 million,$630.6 million,142,English
The Revenant,2015-12-16,$135 million,$533 million,156,English
Star Wars: The Force Awakens,2015-12-14,$447 million (net) $533 million (gross),$2.07 billion,138,English
Mad Max: Fury Road,2015-05-07,$154.6–185.2 million,$380.5 million,120,English
Bridge of Spies,2015-10-04,$40 million,$165.5 million,141,English
The Danish Girl,2015-09-05,$15 million,$64.2 million,120,English
The Martian,2015-09-11,$108 million,$630.6 million,142,English
The Revenant,2015-12-16,$135 million,$533 million,156,English
The Revenant,2015-12-16,$135 million,$533 million,156,English
Carol,2015-05-17,$11.8 million,$42.5 million,119,English
The Hateful Eight,2015-12-07,$44–62 million,$161.2 million,187,English
Mad Max: Fury Road,2015-05-07,$154.6–185.2 million,$380.5 million,120,English
Sicario,2015-05-19,$30 million,$85 million,121,English
Mad Max: Fury Road,2015-05-07,$154.6–185.2 million,$380.5 million,120,English
The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,2013-12-25,63 million SEK ( $ 9.6 million),$51.2 million,112,Swedish
The Revenant,2015-12-16,$135 million,$533 million,156,English
Mad Max: Fury Road,2015-05-07,$154.6–185.2 million,$380.5 million,120,English
Carol,2015-05-17,$11.8 million,$42.5 million,119,English
Cinderella,2015-02-13,$90 million,$542.4 million,106,English
The Danish Girl,2015-09-05,$15 million,$64.2 million,120,English
The Revenant,2015-12-16,$135 million,$533 million,156,English
Mad Max: Fury Road,2015-05-07,$154.6–185.2 million,$380.5 million,120,English
The Big Short,2015-11-12,$50 million,$133.4 million,130,English
The Revenant,2015-12-16,$135 million,$533 million,156,English
Spotlight,2015-09-03,$20 million,$98.7 million,129,English
Star Wars: The Force Awakens,2015-12-14,$447 million (net) $533 million (gross),$2.07 billion,138,English
Ex Machina,2014-12-16,$15 million,$37.3 million,108,English
Mad Max: Fury Road,2015-05-07,$154.6–185.2 million,$380.5 million,120,English
The Martian,2015-09-11,$108 million,$630.6 million,142,English
The Revenant,2015-12-16,$135 million,$533 million,156,English
Star Wars: The Force Awakens,2015-12-14,$447 million (net) $533 million (gross),$2.07 billion,138,English
Moonlight,2016-09-02,$1.5–4 million,$65.2 million,111,English
Arrival,2016-09-01,$47 million,$203.4 million,116,English
Fences,2016-12-15,$24 million,$64.4 million,138,English
Hacksaw Ridge,2016-09-04,$40 million,$180.5 million,139,English
Hell or High Water,2016-05-16,$12 million,$37.9 million,102,English
Hidden Figures,2016-12-10,$25 million,$236 million,127,English
La La Land,2016-08-31,$30 million,$472 million,128,English
Lion,2016-09-10,$12 million,$140.3 million,118,English
Manchester by the Sea,2016-01-23,$9 million,$79 million,137,English
La La Land,2016-08-31,$30 million,$472 million,128,English
Arrival,2016-09-01,$47 million,$203.4 million,116,English
Hacksaw Ridge,2016-09-04,$40 million,$180.5 million,139,English
Manchester by the Sea,2016-01-23,$9 million,$79 million,137,English
Moonlight,2016-09-02,$1.5–4 million,$65.2 million,111,English
Manchester by the Sea,2016-01-23,$9 million,$79 million,137,English
Hacksaw Ridge,2016-09-04,$40 million,$180.5 million,139,English
La La Land,2016-08-31,$30 million,$472 million,128,English
Captain Fantastic,2016-01-23,$5 million,$22.8 million,118,English
Fences,2016-12-15,$24 million,$64.4 million,138,English
La La Land,2016-08-31,$30 million,$472 million,128,English
Elle,2016-05-21,$9.1 million,$12.7 million,130,French
Loving,2016-05-16,$9 million,$12.9 million,123,English
Jackie,2016-09-07,$9 million,$36.6 million,100,English
Florence Foster Jenkins,2016-04-23,$29 million,$56 million,110,English
Moonlight,2016-09-02,$1.5–4 million,$65.2 million,111,English
Hell or High Water,2016-05-16,$12 million,$37.9 million,102,English
Manchester by the Sea,2016-01-23,$9 million,$79 million,137,English
Lion,2016-09-10,$12 million,$140.3 million,118,English
Nocturnal Animals,2016-09-02,$22.5 million,$32.4 million,116,English
Fences,2016-12-15,$24 million,$64.4 million,138,English
Moonlight,2016-09-02,$1.5–4 million,$65.2 million,111,English
Lion,2016-09-10,$12 million,$140.3 million,118,English
Hidden Figures,2016-12-10,$25 million,$236 million,127,English
Manchester by the Sea,2016-01-23,$9 million,$79 million,137,English
Manchester by the Sea,2016-01-23,$9 million,$79 million,137,English
20th Century Women,2016-10-08,$7 million,$7.2 million,118,English
Hell or High Water,2016-05-16,$12 million,$37.9 million,102,English
La La Land,2016-08-31,$30 million,$472 million,128,English
The Lobster,2015-05-15,$4 million,$18 million,118,English
Moonlight,2016-09-02,$1.5–4 million,$65.2 million,111,English
Arrival,2016-09-01,$47 million,$203.4 million,116,English
Fences,2016-12-15,$24 million,$64.4 million,138,English
Hidden Figures,2016-12-10,$25 million,$236 million,127,English
Lion,2016-09-10,$12 million,$140.3 million,118,English
Zootopia,2016-02-13,$150 million,$1.025 billion,108,English
Kubo and the Two Strings,2016-08-13,$60 million,$77.5 million,102,English
Moana,2016-11-14,$150–175 million,$687.2 million,107,English
My Life as a Courgette,2016-05-15,$8 million,$10.2 million,65,French
The Red Turtle,2016-05-18,€10 million,$6.6 million,80,
The Salesman,2016-05-21,,16.1 billion toman,125,Persian
Land of Mine,2015-09-10,DKK 35.5 million,US$3.2 million,100,German
A Man Called Ove,2015-12-25,,$29.4 million,116,Swedish
Tanna,2015-09-07,,"$69,961",100,Southwest
Toni Erdmann,2016-05-14,€3 million ( USD$ 3.2 million),$11.7 million,162,German
O.J.: Made in America,2016-01-22,$5 million,,467,English
13th,2016-09-30,$1 million,$566,100,English
Fire at Sea,2016-02-13,,$1 million,114,Italian
I Am Not Your Negro,2016-09-10,$1 million,$9.6 million,95,English
"Life, Animated",2016-07-01,,,92,English
The White Helmets,2016-09-16,,,40,English
4.1 Miles,2016-09-01,,,21,Greek
Extremis,2016-04-17,,,24,English
Joe's Violin,2016-04-14,,,24,English
Watani: My Homeland,2016-10-28,,,40,English
Sing,2016-02-28,,,25,Hungarian
Ennemis intérieurs,2016-02-05,,,27,
La femme et le TGV,2016-08-05,,,30,French
Silent Nights,2017-02-07,,,30,English
Timecode,2016-05-21,,,15,Spanish
Piper,2016-06-17,,,6,
Blind Vaysha,2016-02-15,,,8,English/French
Borrowed Time,2015-10-31,,,7,English
Pear Cider and Cigarettes,2016-07-01,,,35,English
Pearl,2016-04-17,,,6,English
La La Land,2016-08-31,$30 million,$472 million,128,English
Jackie,2016-09-07,$9 million,$36.6 million,100,English
Lion,2016-09-10,$12 million,$140.3 million,118,English
Moonlight,2016-09-02,$1.5–4 million,$65.2 million,111,English
Passengers,2016-12-14,$110–150 million,$303.1 million,116,English
La La Land,2016-08-31,$30 million,$472 million,128,English
La La Land,2016-08-31,$30 million,$472 million,128,English
Trolls,2016-10-08,$125 million,$347 million,92,English
Jim: The James Foley Story,2016-01-23,,,111,English
Moana,2016-11-14,$150–175 million,$687.2 million,107,English
Arrival,2016-09-01,$47 million,$203.4 million,116,English
Deepwater Horizon,2016-09-13,$156 million (gross) $110–120 million (net),$121.8 million,107,English
Hacksaw Ridge,2016-09-04,$40 million,$180.5 million,139,English
La La Land,2016-08-31,$30 million,$472 million,128,English
Sully,2016-09-02,$60 million,$240.8 million,96,English
Hacksaw Ridge,2016-09-04,$40 million,$180.5 million,139,English
13 Hours: The Secret Soldiers of Benghazi,2016-01-12,$50 million,$69.4 million,144,English
Arrival,2016-09-01,$47 million,$203.4 million,116,English
La La Land,2016-08-31,$30 million,$472 million,128,English
Rogue One: A Star Wars Story,2016-12-10,$200–280.2 million,$1.059 billion,134,English
La La Land,2016-08-31,$30 million,$472 million,128,English
Arrival,2016-09-01,$47 million,$203.4 million,116,English
Fantastic Beasts and Where to Find Them,2016-11-10,$175–200 million,$814 million,133,English
"Hail, Caesar!",2016-02-01,$22 million,$63.6 million,106,English
Passengers,2016-12-14,$110–150 million,$303.1 million,116,English
La La Land,2016-08-31,$30 million,$472 million,128,English
Arrival,2016-09-01,$47 million,$203.4 million,116,English
Lion,2016-09-10,$12 million,$140.3 million,118,English
Moonlight,2016-09-02,$1.5–4 million,$65.2 million,111,English
Silence,2016-11-29,$40–50 million,$24 million,161,English
Suicide Squad,2016-08-01,$175 million,$749.2 million,123,English
A Man Called Ove,2015-12-25,,$29.4 million,116,Swedish
Star Trek Beyond,2016-07-07,$185 million,$343.5 million,122,English
Fantastic Beasts and Where to Find Them,2016-11-10,$175–200 million,$814 million,133,English
Allied,2016-11-09,$85–113 million,$119.5 million,124,English
Florence Foster Jenkins,2016-04-23,$29 million,$56 million,110,English
Jackie,2016-09-07,$9 million,$36.6 million,100,English
La La Land,2016-08-31,$30 million,$472 million,128,English
Hacksaw Ridge,2016-09-04,$40 million,$180.5 million,139,English
Arrival,2016-09-01,$47 million,$203.4 million,116,English
Hell or High Water,2016-05-16,$12 million,$37.9 million,102,English
La La Land,2016-08-31,$30 million,$472 million,128,English
Moonlight,2016-09-02,$1.5–4 million,$65.2 million,111,English
The Jungle Book,2016-04-04,$175–177 million,$966.6 million,106,English
Deepwater Horizon,2016-09-13,$156 million (gross) $110–120 million (net),$121.8 million,107,English
Doctor Strange,2016-10-13,$165–236.6 million,$677.8 million,115,English
Kubo and the Two Strings,2016-08-13,$60 million,$77.5 million,102,English
Rogue One: A Star Wars Story,2016-12-10,$200–280.2 million,$1.059 billion,134,English
The Shape of Water,2017-08-31,$19.5–20 million,$195.2 million,123,English
Call Me by Your Name,2017-01-22,$3.5 million,$43.1 million,132,English
Darkest Hour,2017-09-01,$30 million,$150.8 million,125,English
Dunkirk,2017-07-13,$100 million,$530.4 million,106,English
Get Out,2017-01-23,$4.5 million,$255.4 million,104,English
Lady Bird,2017-09-01,$10 million,$79 million,94,English
Phantom Thread,2017-12-11,$35 million,$47.8 million,130,English
The Post,2017-12-14,$50 million,$179.8 million,116,English
"Three Billboards Outside Ebbing, Missouri",2017-09-04,$12–15 million,$162.7 million,115,English
The Shape of Water,2017-08-31,$19.5–20 million,$195.2 million,123,English
Dunkirk,2017-07-13,$100 million,$530.4 million,106,English
Get Out,2017-01-23,$4.5 million,$255.4 million,104,English
Lady Bird,2017-09-01,$10 million,$79 million,94,English
Phantom Thread,2017-12-11,$35 million,$47.8 million,130,English
Darkest Hour,2017-09-01,$30 million,$150.8 million,125,English
Call Me by Your Name,2017-01-22,$3.5 million,$43.1 million,132,English
Phantom Thread,2017-12-11,$35 million,$47.8 million,130,English
Get Out,2017-01-23,$4.5 million,$255.4 million,104,English
"Roman J. Israel, Esq.",2017-09-10,$22 million,$13 million,122,English
"Three Billboards Outside Ebbing, Missouri",2017-09-04,$12–15 million,$162.7 million,115,English
The Shape of Water,2017-08-31,$19.5–20 million,$195.2 million,123,English
"I, Tonya",2017-09-08,$11 million,$53.9 million,120,English
Lady Bird,2017-09-01,$10 million,$79 million,94,English
The Post,2017-12-14,$50 million,$179.8 million,116,English
"Three Billboards Outside Ebbing, Missouri",2017-09-04,$12–15 million,$162.7 million,115,English
The Florida Project,2017-05-22,$2 million,$11.3 million,111,English
"Three Billboards Outside Ebbing, Missouri",2017-09-04,$12–15 million,$162.7 million,115,English
The Shape of Water,2017-08-31,$19.5–20 million,$195.2 million,123,English
All the Money in the World,2017-12-18,$50 million,$57 million,135,English
"I, Tonya",2017-09-08,$11 million,$53.9 million,120,English
Mudbound,2017-01-21,$10–$11.1 million,"$117,344",134,English
Phantom Thread,2017-12-11,$35 million,$47.8 million,130,English
Lady Bird,2017-09-01,$10 million,$79 million,94,English
The Shape of Water,2017-08-31,$19.5–20 million,$195.2 million,123,English
Get Out,2017-01-23,$4.5 million,$255.4 million,104,English
The Big Sick,2017-01-20,$5 million,$56.4 million,120,English
Lady Bird,2017-09-01,$10 million,$79 million,94,English
The Shape of Water,2017-08-31,$19.5–20 million,$195.2 million,123,English
"Three Billboards Outside Ebbing, Missouri",2017-09-04,$12–15 million,$162.7 million,115,English
Call Me by Your Name,2017-01-22,$3.5 million,$43.1 million,132,English
The Disaster Artist,2017-03-12,$10 million,$29.8 million,103,English
Logan,2017-02-17,$97–127 million,$619.2 million,137,English
Molly's Game,2017-09-08,$30 million,$59.3 million,141,English
